id;Fecha;Ruta;Operadora;Proposito_del_Vuelo;Tipo_de_Aeronave;N_Registro;Total_abordo;Pasajeros_Abordo;Tripulacion_Abordo;N_Fallecidos;Pasajeros_Fallecidos;Tripulacion_Fallecida;Fallecidos_en_Tierra;año
32;1919-12-11;Catherham, Surrey, UK;Aircraft Travel Transport;Paris - Hounslow;de Havilland DH-4;G-EAHF;1;1;1;1;1;1;0;1919
34;1920-03-30;Newark, New Jersey;US Aerial Mail Service;Washington - Newark;De Havilland DH-4;72;1;0;1;1;0;1;0;1920
49;1920-12-14;London, England;Handley Page Transport;London - Paris;Handley Page HP-16;G-EAMA;8;6;2;4;2;2;0;1920
61;1921-09-06;Paris, France;Franco-Roumaine;Warsaw - Prague - Strasbourg - Paris;Potez IX;F-ADCD;5;4;1;5;4;1;0;1921
62;1921-12-05;Near Murchinson River, Australia;West Australian Airways;Geraldton - Derby;Bristol 28 Tourer;G-AUDI;2;0;2;2;0;2;0;1921
66;1922-04-07;Grandvilliers, France;Daimler Airways / Grands Express Aeriens;Croydon - Le Bourget;de Havilland DH-18 / Farman F-60 Goliath;G-EAOW/FGEAD;7;5;2;7;5;2;0;1922
68;1922-06-03;Off Folkestone, Kent, England;Cie des Messageries Aeriennes;Croydon - Paris;Bleriot Spad 27;F-ACMH;3;2;1;3;2;1;0;1922
70;1922-07-16;Near Saverne, Lorraine, France;Compagnie Franco-Roumaine de Navigaation Aerienne;Strasbourg - Paris;Potez 29;F-FREI;5;4;1;5;4;1;0;1922
73;1922-10-02;Venice, Italy;de Havilland Air Service;Venice - London;de Havilland DH-9;G-EAYT;4;3;1;4;3;1;0;1922
75;1922-12-03;Fez, Morocco;Grands Express Aeriens;Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat;Breguet 14;F-ALNA;1;0;1;1;0;1;0;1922
80;1923-05-14;Near Amiens, Picrdie, France;Grands Express Aeriens (Air Union);Paris - London;Farman F-60 Goliath;F-AEBY;6;4;2;6;4;2;0;1923
81;1923-08-27;East Mallling, United Kingdom;Air Union;Paris - Berck-sur-Mer - Croydon;Farman F.60 Goliath;F-AECB;11;9;2;1;1;0;0;1923
84;1923-09-14;Near Ivinghoe, Buckinghamshire, England;Daimler Airways;Croydon - Manchester;de Havilland DH-34;G-EBBS;5;3;2;5;3;2;0;1923
90;1924-04-24;Over the English Channel;KLM Royal Dutch Airlines;Lympne, England - Rotterdam, The Netherlands;Fokker F.III;H-NABS;3;2;1;3;2;1;0;1924
91;1924-06-08;Barranquilla, Colombia;SCADTA;Barranquilla - Bogota;Junkers F-13;A16;5;3;2;5;3;2;0;1924
95;1924-12-24;Purley, England;Imperial Airways;London - Paris;de Havilland DH-34B;G-EBBX;8;7;1;8;7;1;0;1924
96;1925-03-22;Near Tiflis, Georgia, USSR;Zakavia;Tiflis - Suchumi;Junkers F-13;R-RECA;5;3;2;5;3;2;0;1925
97;1925-04-25;Alicante, Spain;Grands Express Aeriens;Alicante - Barcelona - Toulouse;Breguet 14;F-AFBB;3;1;2;3;1;2;0;1925
98;1925-06-25;Landrécies, France;KLM Royal Dutch Airlines;Amsterdam - Paris;Fokker (KLM)  F.III;H-NABM;4;3;1;4;3;1;0;1925
99;1925-06-26;Alicante, Spain;Grands Express Aeriens;Oran - Alicante;Lioré-et-Olivier LeO H-13;F-FREM;2;0;2;2;0;2;0;1925
100;1925-07-20;Rosas, Spain;Lignes Aeriennes Latecoere;Toulouse - Barcelona;Breguet 14;F-AFBI;1;0;1;1;0;1;0;1925
102;1925-09-03;Caldwell, Ohio;Military - U.S. Navy;Lakehurst, NJ - S.t Louis, MO;Dirigible ZR-1 Shenandoah (airship);ZR-1;43;0;43;14;0;14;0;1925
104;1925-10-01;Mt. Nittany, Ohio;US Aerial Mail Service;New York - San Francisco;De Havilland DH-4;385;1;0;1;1;0;1;0;1925
109;1926-05-31;English Channel;Air Union;Paris - Cryodon;Breguet 14;F-ADAI;1;0;1;1;0;1;0;1926
110;1926-07-03;Rossaugpt, Czechoslovakia;Compagnie Internationale de Navigation Aérienne;Paris - Prague - Budapest;Caudron C-61;F-AFBT;6;4;2;6;4;2;0;1926
111;1926-07-09;Wolvertem, Belgium;KLM Royal Dutch Airlines;Amsterdam - Rotterdam - Brussels - Paris;Fokker F7;H-NACC;2;1;1;2;1;1;0;1926
113;1926-08-18;Hurst, Kent, England;Air Union;Lebourget, France - Croydon, England;Bleriot 155;F-AIEB;15;13;2;3;2;1;0;1926
115;1926-10-02;Leigh, Kent, Unied Kingdom;Air Union;Paris - London;Bleriot 155;F- AICQ;7;5;2;7;5;2;0;1926
117;1926-10-21;English Channel;Imperial Airways;Croydon - Paris;Handley Page W-10;G-EBMS;12;10;2;0;0;0;0;1926
118;1926-11-11;Cape Bojador, Morocco;Grands Express Aeriens;Casablanca -Dakar;Breguet 14;F-AFAX;3;3;0;3;3;0;0;1926
120;1927-01-12;Estaires, France;Fokker;Delivery flight;Fokker F-VII;G-EBPL;0;0;2;0;0;2;0;1927
121;1927-03-20;Rabat, Morocco;Grands Express Aeriens;Casablanca - Oran;Breguet 14;F-ALRA;1;0;1;1;0;1;0;1927
122;1927-03-24;Tambo, Qld, Australia;Qantas;Charleville - Tambo - Blackall;de Havilland DH-9C;G-AUED;3;2;1;3;2;1;0;1927
124;1927-04-22;Floh, Germany;Deutsche Lufthansa;Charleville - Tambo - Blackall;Fokker FG III;D-729;2;1;1;2;1;1;0;1927
127;1927-07-27;Amoneburg, Germany;Deutsche Lufthansa;Kassel - Frankfurt;Junkers F-13;D-206;5;3;2;5;3;2;0;1927
128;1927-08-22;Sevenoaks, England;KLM Royal Dutch Airlines;Croydon - Schiphol;Fokker F-VIII;"H-NADUH-NADU";11;9;2;1;0;1;0;1927
130;1927-09-17;Hadley, New Jersey;Reynolds Airways;Sightseeing;Fokker F-VII;NC776;12;11;1;7;6;1;0;1927
131;1927-09-17;Atlantic Ocean;Private;Old Orchad Beach - Rome;Fokker F7;NX703;3;1;2;3;1;2;0;1927
132;1927-09-23;Schleiz, Germany;Deutsche Lufthansa;Berlin - Munich;Dornier Merkur;D-585;6;4;2;6;4;2;0;1927
133;1927-10-06;Thies, Mauritania;Lignes Aeriennes Latecoere;Saint Louis - Dakar;Breguet 14;F-AGBN;2;0;2;2;0;2;0;1927
135;1927-11-08;Strasburg, France;CIDNA;Strasbourg - Paris;Farman F-121 Jabiru;F-AIBR;1;0;1;1;0;1;0;1927
136;1927-11-16;Over the Gulf of Finland;Aero O-Y;Tallinn - Helsinki;Junkers F-13;K-SALD;6;4;2;6;4;2;0;1927
138;1927-12-28;Almeria, Spain;Aeropostale;Dakar - Casablanca - Alicante - Perpignan - Toulouse;Breguet 14;F-AFGS;1;0;1;1;0;1;0;1927
139;1927-12-31;Near Marseille,France;Latecoere Airlines;Test flight;Latécoère 23 (flying boat);F-AIHP;5;0;5;5;0;5;0;1927
140;1928-01-08;Near Canajoharie, New York;Colonial Western Airlines;Minola - Albany - Buffalo;Fairchild FC-2;NC3780;3;1;2;3;1;2;0;1928
141;1928-01-16;Solis, Uruguay;Aeropostale;Buenos Aires - Montevideo;Latecoere 25;F-AIKG;2;0;2;2;0;2;0;1928
142;1928-01-22;L'Hospitalet, Ariège;Aeropostale;Toulouse - Perpignan - Alicante - Casablanca - Dakar;Breguet 14;F-AHEQ;1;0;1;1;0;1;0;1928
143;1928-01-22;Tarragona, Spain;Aeropostale;Casablanca - Alicante - Perpignan - Toulouse;Breguet 14;F-AHEQ;2;0;2;2;0;2;0;1928
144;1928-01-27;Almeria, Spain;Aeropostale;Casablanca - Alicante - Perpignan - Toulouse;Breguet 14;F-AFHN;1;0;1;1;0;1;0;1928
146;1928-03-11;Off Cape Griz Nez, France;Air Union;Paris - Croydon;Farman F-60 Goliath;F-AEFC;2;0;2;2;0;2;0;1928
148;1928-04-19;Minuesa, Spain;Iberia Airlines;Barcelona - Madrid;Rohrbach Roland;M-CCCC;9;7;2;9;7;2;0;1928
150;1928-05-12;Dearborn, Minnesota;Ford Air Freight Inc.;Dearborn - Buffalo;Ford 4;NC1492;2;0;2;2;0;2;0;1928
151;1928-05-26;Radevormwald, Germany;Deutsche Lufthansa;Essen - Dortmund - Frankfurt;Junkers F-13;D-583;5;4;1;3;2;1;0;1928
153;1928-06-22;Lebo, Kansas;National Air Transport;Chicago - Dallas;Douglas M-4;NC1059;1;0;1;1;0;1;0;1928
154;1928-07-10;Over the Gulf of Finland;Aero O-Y;Tallinn - Helsinki;Junkers F-13;K-SALB;6;4;2;6;4;2;0;1928
155;1928-07-13;Purley, England;Imperial Airways;Testing;Vickers 74 Vulcan;G-EBLB;6;5;1;4;4;0;0;1928
156;1928-07-24;Waalhaven, Netherlands;KLM Royal Dutch Airlines;Sightseeing over Rotterdam;Fokker (KLM) F.III;H-NABR;6;5;1;1;1;0;0;1928
157;1928-08-25;Near Port Townsend, BC, Canada;British Columbia Airways;Victoria - Seattle;Ford 4-AT-B Tri Motor;G-CATX;7;5;2;7;5;2;0;1928
158;1928-09-02;Toul, France;CIDNA;Toul - Clermont-Ferrand;Bleriot Spad 33;F-AIEP;5;2;3;5;2;3;0;1928
159;1928-09-04;Adelaide Hills, Australia;Qantas;Adelaide - Longreach;de Havilland DH.50J;G-AUHI;2;0;2;1;0;1;0;1928
160;1928-09-04;Pocatello, Idaho;National Parks Airways;Great Falls - Pocatello - Salt Lake City;Fokker Super Universal;NC7242;7;6;1;7;6;1;0;1928
162;1928-10-04;Gerona, Spain;Aeropostale;Casablanca - Alicante - Barcelona - Perpignan - Toulouse;Breguet 14;"F-AEEJF-AEEJ";3;2;1;3;2;1;0;1928
164;1928-10-31;Valence, France;Air Union;Paris - Lyon - Marseille;Bleriot Spad 56;F-AIMN;2;1;1;1;0;1;0;1928
166;1928-11-24;Edgerton, Ohio;Universal Airlines;Cleveland - Chicago;Hamilton H-47;NC7521;3;2;1;3;2;1;0;1928
167;1928-11-25;Edgerton, Ohio;Continental Air Lines;Cleveland - Louisville;Travel Air 4000;NC5436;1;0;1;1;0;1;0;1928
169;1928-12-01;Spur, Texas;Sunbeam Air Transport Co.;San Antonio - Amarillo - Tulsa - Denver;Ford 4-AT-B Tri Motor;NC7862;5;4;1;5;4;1;0;1928
170;1928-12-03;Near Rio de Janeiro,Brazil;Syndicato Condor;Sightseeing;Dornier Wal;P-BACA;14;9;5;14;9;5;0;1928
171;1928-12-10;Spokan, Washington;Spokane Airways;Colfax - Spokane;Ford Tri-motor 4;NC7687;5;3;2;5;3;2;0;1928
172;1928-12-11;Letzlingen, Germany;Deutsche Lufthansa;Cologne -  Berlin;Junkers G-31;D-1473;4;1;3;3;0;3;0;1928
173;1928-12-20;Huron, Ohio;National Air Transport;Cleveland - Chicago;Douglas M-4;NC790;1;0;1;1;0;1;0;1928
175;1928-12-31;Reims, France;CIDNA;Strasbourg - Paris;Blériot Spad 66;F-AEHX;3;2;1;2;2;0;0;1928
177;1929-01-18;Cove, Oregon;Varney Air Lines;Boise, ID - Pasco, WA;Stearman C-38;NC1682;1;0;1;1;0;1;0;1929
178;1929-01-25;Near Corfu, Greece;Aeroespresso;Brindisi - Athens - Istanbul;CMASA Wal;I-AZDA;9;7;2;2;7;2;0;1929
179;1929-01-31;Off Morocco;Aeropostale;Agadir - Casablanca;Latecoere 26;"F-AIMUF-AIMU";2;0;2;2;0;2;0;1929
181;1929-03-17;Newark, New Jersey;Colonial Western Airlines;Sightseeing;Ford 5-AT-B Tri Motor;NC7683;15;13;2;14;13;1;0;1929
182;1929-03-30;Near Beaumont, California;New Standard Airlines;Los Angeles - Phoenix - El Paso;Fokker F-VIIA;NC7888;4;3;1;4;3;1;0;1929
183;1929-04-21;San Diego, California;Maddux Airlines / Military - U.S.Army Air Force;San Diego - Phoenix;Ford 5-AT-B Tri-Motor / B-PW-9D;NC9636 / 28-037;6;3;3;6;3;3;0;1929
184;1929-05-09;Tampico, Mexico;Mexicana;Tampico - Brownsville, TX;Ford Tri-motor 4;M-SCAL;5;4;1;5;4;1;0;1929
186;1929-05-22;Algiers;Aeropostale;Algiers - Marseille;Cams 53;F-AISX;6;3;3;4;3;2;0;1929
187;1929-06-13;Santiago de Cuba, Cuba;Pan American Airways;Santiago de Cuba - Havana;Fokker F-X;NC9700;5;1;4;2;1;1;0;1929
188;1929-06-14;Barcelona, Spain;Aeropostale;Janeiro - Buenos Aires;Breguet 14;F-AFEJ;2;0;2;1;0;1;0;1929
189;1929-06-17;Off Dungeness, England;Imperial Airways;London - Paris - Basil - Zuric;Handley Page W-10;G-EBMT;13;11;2;7;7;0;0;1929
190;1929-06-24;St. Paul, Minnesota;Northwest Orient Airlines;St. Paul - Minneapolis;Ford 5-AT-B Tri-Motor;NC7416;8;6;2;1;0;1;0;1929
195;1929-08-24;Elm, Germany;Deutsche Lufthansa;Frankfurt - Berlin;Fokker FG II;D-757;5;4;1;4;3;1;0;1929
197;1929-09-03;Mt. Taylor, near Grants, New Mexico;Trans Continental Air Transport;Albuquerque - Los Angeles;Ford 5-AT-B Tri Motor;NC9649;8;5;3;8;5;3;0;1929
198;1929-09-06;Jask, Iran;Imperial Airways;London, England - India;de Havilland DH-66 Hercules;G-EBMZ;5;2;3;3;1;2;0;1929
199;1929-09-14;North Atlantic Ocean;Aeropostale;Toulouse, France - Casablanca, Morocco;Latecoere 25;F-AIUJ;6;4;2;6;4;2;0;1929
200;1929-09-14;Saint Catharines, Ontario;Skyways;Sightseeing;Travel Air 6000;CF-ABE;6;5;1;6;5;1;0;1929
202;1929-09-17;Off Larache, Morocco;Aeropostale;Toulouse - Perpignan - Barcelona - Alicante - Casablanca;Latecoere 25-3-R;F-AIUJ;5;3;2;5;3;2;0;1929
204;1929-10-26;Off Spezia, Italy;Imperial Airways;Naples - Genoa;Short Calcutta (flying boat);G-AADN;7;5;2;7;5;2;0;1929
206;1929-10-31;Off Bremerton, Washington;Bremerton-Seattle Air Taxi / Gorst Air Lines;Bremerton - Seattle;Loening C-2C;NC9158;2;0;2;2;0;2;0;1929
207;1929-11-04;Cerro del Carbon, Mexico;Corp. Aeronautica de Transportes;Matamoros - Mexico City - Juarez;Lockheed Vega 5;NC46M;4;3;1;4;3;1;0;1929
208;1929-11-06;Near Godstone, Surrey, England;Deutsche Lufthansa;Croyden - Amsterdam - Berlin;Junkers G-24;D-903;8;4;4;7;3;4;0;1929
209;1929-11-16;Off Corsica, France;Air Union;Marseille - Ajaccio - Tunis;Liore et Olivier 190;F-AIGB;3;0;3;3;0;3;0;1929
210;1929-11-20;Terranova Pausania, East Sardinia;S.A.M. Società Aerea Mediterranea;Cagliari, Terranova - Rome;Savoia Marchetti S55;I-TACO;12;9;3;1;1;0;0;1929
213;1929-12-19;Near Berlin, Germany;Deutsche Lufthansa;Marseille - Berlin;Arado V1;D-1594;3;0;2;2;0;2;0;1929
216;1930-01-13;Antananarivo, Madagascar;Air Orient;Antananarivo - Paris;Farman 190;F-AJJK;3;0;3;3;0;3;0;1930
217;1930-01-19;Oceanside, California;Maddux Airlines;Aqua Caliente, Mexico - Los Angeles;Ford 5-AT-C Tri Motor;NC9689;16;14;2;16;14;2;0;1930
218;1930-01-25;Off Ceuta, Spain;Aeropostale;Casablanca - Alicante;Latecoere 25;F-AJCL;2;0;2;2;0;2;0;1930
220;1930-02-03;Hartford, Connecticut;Colonial Air Transport;Newark, NJ - Hartford, CT;Pitcairn PA-6 Mailwing;NC801H;1;0;1;1;0;1;0;1930
221;1930-02-10;Marden, England;Air Union;Paris - Croydon;Farman F-63;F-FHMY;6;3;3;2;2;0;0;1930
222;1930-04-18;Jersey City, New Jersey;Canadian Colonial Airways;Albany, NY - Jersey City, NJ;Fairchild 71;NC9148;4;3;1;4;3;1;0;1930
223;1930-05-10;Buenos Aires, Argentina;Aeropostale;Buenos Aires - Montevideo;Latecoere 28;F-AJPD;4;2;2;3;1;2;0;1930
224;1930-06-05;Boston, Massachusetts;Colonial Air Transport;Boston - Newark;Ford Tri-Motor 5;NC9675;15;13;2;1;1;0;0;1930
225;1930-07-07;Bornholm, Denmark;Deutsche Lufthansa;Stettin - Norway;Dornier Wal;D-864;8;5;3;5;4;1;0;1930
226;1930-07-10;Arkansas Pass, Texas;Cross Airways;Port Aransas - Kansas City;Lockheed Vega 5;NC-394H;5;4;1;5;4;1;0;1930
227;1930-07-21;Near Meopham, Kent, England;Walcot Air Line;London - Le touquet, France;Junkers F-13ge;G-AAZK;6;4;2;6;4;2;0;1930
228;1930-08-22;Iglau, Czechoslovakia;Ceskoslovenske Aerolinie;Prague - Bratislava;Ford 5-AT-C Tri Motor;OK-FOR;11;10;1;10;9;1;0;1930
229;1930-09-11;Croydon, England;Sabena;Croydon - Brussels;Sabca F-VII;OO-AIN;2;0;2;2;0;2;0;1930
230;1930-09-25;Edmonton, Alberta, Canada;Western Canada Airways;Calgary - Moosejaw;Boeing 40;CF-AIN;3;2;1;3;2;1;0;1930
232;1930-10-06;Dresden, Germany;Deutsche Lufthansa;Berlin - Vienna;Messerschmitt M-20B;D-1930;8;6;2;8;6;2;0;1930
233;1930-10-12;La Rache, Morocco;Aeropostale;Casablanca - Bahat - Toulouse;Latecoere 28;F-AJUU;4;3;1;4;3;1;0;1930
236;1930-10-30;Near Neufchatel, France;Imperial Airways;Paris, France - London, England;Handley Page W-8;G-EBIX;6;3;3;3;2;1;0;1930
238;1930-11-07;Off of Santos, Brazil;Syndicato Condor;Porto Alegre - Laguna - Rio de Janeiro;Junkers G-24;P-BAHA;9;8;1;1;1;0;0;1930
241;1931-01-08;Melle, Belgium;Sabena;Brussels - London;Fokker F-VII;OO-AIL;2;0;2;2;0;2;0;1931
242;1931-01-22;Bluff Mountain, Washington;Varney Air Lines;Portland - Pasco;Boeing 40;NC741K;1;0;1;1;0;1;0;1931
243;1931-02-08;Wairoa, New Zealand;Dominion Air Lines;Gisborne - Hastings;Desoutter II;ZK-ACA;3;2;1;3;2;1;0;1931
245;1931-02-24;Off Spain;Aeropostale;Algiers – Marseille;Latecoere 32;F-AITX;3;0;3;1;0;1;0;1931
246;1931-03-21;New South Wales, Australia;Australian National Airways;Sydney - Melbourne;Avro 10;VH-UMF;8;6;2;8;6;2;0;1931
247;1931-03-31;Bazaar, Kansas;Trans Continental and Western Air;Kansas City - Wichita -  Los Angeles;Fokker F10A Trimotor;NC-999;8;6;2;8;6;2;0;1931
249;1931-05-05;Burbank, California;Pacific Air Transport;San Diego - Los Angeles;Boeing 40;NC5390;2;0;2;2;0;2;0;1931
250;1931-05-22;Wampit, Australia;Guiena Airways;Lae - Bulolo;Junkers W-34;VH-UNR;1;0;1;1;0;1;0;1931
252;1931-06-07;Near Sandoway, Burma;Air Orient;Saigon - Karachi;Fokker F-VIIB;PH-AEO;4;0;4;4;0;4;0;1931
254;1931-06-13;Saarbrucken, Germany;Deutsche Lufthansa;Cologne - Saarbrucken;Dornier Merkur;D-1455;4;2;2;4;2;2;0;1931
255;1931-07-12;Chicago, Illinois;Braniff Airlines;Chicago - Detroit;Lockheed Vega;NC8497;2;0;2;2;0;2;0;1931
258;1931-07-24;Kurudjevo, Bulgaria;CIDNA;Constantinople - Budapest;Fokker F-VII;F-ALGT;7;5;2;7;5;2;0;1931
259;1931-08-09;Cincinnati, Ohio;American Airways;Cincinnati - Atlanta;Ford 5-AT-C Tri Motor;NC9662;6;4;2;6;4;2;0;1931
261;1931-09-15;Near Craiova, Oltenia, Romania;CIDNA;Paris - Bucharest;Fokker F-VIIb-3m;F-AIGT;6;4;2;6;4;2;0;1931
262;1931-09-16;Oakland, California;Pacific Air Transport;Oakland, CA - Seattle, WA;Boeing 40;NC10347;4;3;1;4;3;1;0;1931
263;1931-10-06;Novia Scotia, Canada;Deutsche Lufthansa;Sydney - New York;Heinkel HE-2;D-1717;3;0;3;3;0;3;0;1931
265;1931-11-05;Camden, New Jersey;NY, Phil., Washington AW;Newark, NJ  - Camden, NJ - Washington DC;Lockheed Orion 9;NC12221;5;4;1;5;4;1;0;1931
266;1931-11-13;Sir Lowry's pass, South Africa;Union Airways;Durban - Cape Town;De Havilland DH.80;ZS-ACD;3;2;1;3;2;1;0;1931
269;1931-11-26;Pasco, Washington;Varney Air Lines;Portland,  OR - Pasco, WA;Boeing 40;NC10338;1;0;1;1;0;1;0;1931
270;1931-12-05;Kewanee, Illinois;Braniff Airways;Kansas City - Chicago;Lockheed Vega 5;NC433E;6;5;1;2;2;0;0;1931
271;1931-12-06;Bangkok, Thailand;KLM Royal Dutch Airlines;Djakarta - Amsterdam -  Bangkok - Rangoon (Burma);Fokker F-VIIb-3M;PH-AFO;7;3;4;5;2;3;0;1931
272;1931-12-09;Off Algiers;Aeropostale;Marseille - Algiers;CAMS 56;F-AIOX;2;0;2;2;0;2;0;1931
274;1932-01-21;Colvin Park, Ilinois;Northwest Airways;Rockford - Chicago, IL - Madison, WI;Stinson SM-2A;NC443H;1;0;1;1;0;1;0;1932
275;1932-01-29;Lebec, California;Century Pacific Lines;San Francisco - Bakersfield - Los Angeles, CA;Stinson SM-6000B;NC10813;8;7;1;8;7;1;0;1932
278;1932-02-02;Marcellus, Michigan;Transamerican Airlines;Chicago - Kalamazoo;Stearman C-3MB;NC6411;1;0;1;1;0;1;0;1932
280;1932-03-08;Saint Louis, Illinois;Century Air Lines;Training;Stinson SM-6000B;NC11122;5;0;5;3;0;3;0;1932
281;1932-03-19;Calimesa, California;American Airways;Phoenix, AZ - Los Angeles, CA;Fokker F-10A;NC652E;7;5;2;7;5;2;0;1932
282;1932-03-21;Steubenville, Ohio;Trans Continental and Western Air;Columbus - McKeesport;Northrop Alpha 3;NC966Y;1;0;1;1;0;1;0;1932
283;1932-03-29;Rutbah Wells, Iraq;Air Orient;Damascus - Baghdad - Karachi;Farman F-190;"F-AJDPF-AJDP";3;1;2;3;1;2;0;1932
286;1932-05-16;Burbank, California;Pacific Air Transport;San Diego - Burbank - Oakland;Boeing 40;NC5589;3;2;1;3;2;1;0;1932
288;1932-07-16;Mount El Plomo, near Vitacura, Chile;Panagra;Santiago, Chile - Mendosa, Argentina;Ford 5-AT-C Tri Motor;NC403H;9;6;3;9;6;3;0;1932
289;1932-08-12;Beyrouth, Lebanon;Air Orient;Marseille - Naples - Beyrouth - Saigon;CAMS 53;F-AIQY;7;3;4;0;0;0;0;1932
290;1932-08-31;Tubergen, Germany;A B Aerotransport;Amsterdam - Hanover - Copenagen - Malmö;Junkers G-23;SE-AAE;2;0;2;2;0;2;0;1932
291;1932-09-08;Salt Flats, Texas;American Airways;El Paso - Dallas;Fokker F-10;NC9716;4;2;2;3;1;2;0;1932
293;1932-09-18;Byron Bay, Australia;New England Airways;Sydney - Lismore - Brisbane;De Havilland DH-80;VH-UPM;3;2;1;3;2;1;0;1932
294;1932-10-12;Port Etienne, Mauritania;Aeropostale;Dakar - Port Etienne - Algiers - Paris;Latecoere 28;F-AJIP;1;0;1;1;0;1;0;1932
296;1932-10-29;Ramsgate, England;Deutsche Lufthansa;London - Cologne - Berlin;Junkers W-33;D-2017;2;0;2;2;0;2;0;1932
297;1932-11-02;Echterpfuhl, Germany;Deutsche Lufthansa;Nuremberg - Frankfort;Junkers F-13;D-724;5;3;2;5;3;2;0;1932
298;1932-11-25;Marianna, Arkansas;Hunter Airways;Little Rock, AR - Memphis, TN;Travel Air 6000;NC369M;2;1;1;2;1;1;0;1932
303;1933-01-14;Newark, New Jersey;Eastern Air Transport;Test flight;Curtiss Condor 18;NC185H;2;0;2;2;0;2;0;1933
305;1933-01-20;Bourne, Texas;American Airways;Big Springs - San Antonio;Stearman 4;NC11721;1;0;1;1;0;1;0;1933
307;1933-03-11;Near Mendoza, Argentina;Pan American Grace Airways;Mendoza, Argentina - Santiago, Chili;Fairchild FC-2W;NC9723;2;0;2;2;0;2;0;1933
308;1933-03-25;Hayward, California;Varney Airlines;Burbank - San Francisco;Lockheed Orion 9;NC12226;3;2;1;3;2;1;11;1933
309;1933-03-28;Near Dixmude, Belgium;Imperial Airways;Cologne, Germany - Croydon, England;Armstrong Whitworth Argosy II;G-AACI;15;12;3;15;12;3;0;1933
312;1933-04-23;Near Castrovillari, Calabria, Italy;Air Orient;Corfu - Naples;Cams 53-1;F-ALCE;8;5;3;5;2;3;0;1933
314;1933-05-09;Near Viladrau, Spain;Aeropostale - La Tecoere Company;Paris - Morroco;Latecoere 28-1;F-AJIX;6;3;3;6;3;3;0;1933
316;1933-06-11;Glenview, Illinois;Palwaukee;Sightseeing;Sikorsky S-38B (flying boat);NC-141M;9;7;2;9;7;2;0;1933
317;1933-07-18;Aegean Sea;Societa Anonima Aero Expresso Italiana;Athens - Rhodes;CMASA Wal (flying boat);I-AZEE;6;2;4;6;2;4;0;1933
318;1933-08-29;Quay, New Mexico;Trans Continental and Western Air;Amarillo, TX - Albuquerque, NM;Ford 5-AT-B Tri Motor;NC9607;5;3;2;5;3;2;0;1933
319;1933-09-12;Near Ljubljana, Yugoslavia;Aeroput;Ljubjana - Susak, Croatia;Farman F-306;YU-SAH;8;6;2;8;6;2;0;1933
320;1933-10-10;Chesterton, Indiana;United Air Lines;Newark - Cleveland - Chicago - Oakland;Boeing 247;NC13304;10;7;3;10;7;3;0;1933
321;1933-10-31;Etobon, France;Air France;Zurich - Basel - Paris;Farman F-301;F-AJMI;5;2;3;2;1;1;0;1933
327;1933-12-11;Hamburg, Germany;Deutsche Lufthansa;Berlin - Hamburg;Focke-Wulf A-17;D-1403;10;8;2;6;4;2;0;1933
329;1933-12-30;Near Ruysselede, Belgium;Imperial Airways;Brussels, Belgium - Croydon, England;Avro 10;G-ABLU;10;8;2;10;8;2;0;1933
330;1934-01-15;Corbigny, France;Air France;Saigon - Paris;Dewoitine D-332;F-AMMY;14;10;4;14;10;4;0;1934
332;1934-02-23;Near Salt Lake City, Utah;Boeing Aircraft Company;Salt Lake City - Cheyenne;Boeing 247;NC13357;8;5;3;8;5;3;0;1934
335;1934-03-10;Pereira, Colombia;Pan American Airways (Scadta);Quiddo - Cartago;Sikorsky S-38 Flying Boat;NC-9107;6;4;2;5;3;2;0;1934
338;1934-05-09;English Channel;Air France;Dieppe, France - New Haven, England;Wibault 282T;F-AMHP;6;3;3;6;3;3;0;1934
339;1934-05-31;Croydon, England;Air France;Croydon, England - Paris, France;Liore-et-Olivier 213;F-AIVG;2;0;2;2;0;2;0;1934
340;1934-06-09;Mongaup Mountain, New York;American Airways;New York - Chicago;Curtiss Condor T-32;NC12354;7;4;3;7;4;3;0;1934
341;1934-06-11;Junin, Argentina;Panagra;Buenos Aires - Santiago;Ford 5-AT-C Tri-Motor;NC8417;10;7;3;6;3;3;0;1934
343;1934-06-23;Burbank, California;Aerevias Centrales Air Service;Mexico - Burbank;Lockheed Orion;XA-BEJ;1;0;1;1;0;1;0;1934
344;1934-07-09;San Bernardino, California;United Air Services;San Bernardion - Los Angeles;Lockheed Vega;NC32E;4;3;1;3;2;1;0;1934
345;1934-07-27;Near Tuttlingen, Germany;Swissair;Zurich - Stuttgart - Leipzig - Berlin;Curtiss AT-32C Condor;CH-170;12;9;3;12;9;3;0;1934
348;1934-08-31;Amazonia, Missouri;Rapid Air Transport;Kansas City - Saint Joseph - Omaha;Stinson  SM-6000B;NC11118;5;4;1;5;4;1;0;1934
349;1934-10-02;English Channel;Hillman's Airways;Croydon - Paris;de havilland 89 Dragon Rapide;G-ACPM;7;6;1;7;6;1;0;1934
351;1934-10-19;Bass Strait, Australia;Holymans Airways;Launceston, Tasmania - Melbourne, Australia;de Havilland DH-86;VH-URN;11;9;2;11;9;2;0;1934
352;1934-11-02;Kiapit, Australia;Holdens Air Transport Service;Rabaul - Kaiapit;De Havilland DH-61;VH-UHW;4;2;2;2;2;0;0;1934
