id;Fecha;Ruta;Operadora;Proposito_del_Vuelo;Tipo_de_Aeronave;N_Registro;Total_abordo;Pasajeros_Abordo;Tripulacion_Abordo;N_Fallecidos;Pasajeros_Fallecidos;Tripulacion_Fallecida;Fallecidos_en_Tierra;año
3639;1990-04-12;Off Vaeroy, Norway;Wideroe's Flyveselksap;Vaeroy - Bodo;de Havilland Canada DHC-6 Twin Otter 300;LN-BNS;5;3;2;5;3;2;0;1990
3640;1990-04-18;Off Contadora, Panama;Aeroperlas;Panama City-Contadora-San Miguel;de Havilland Canada DHC-6 Twin Otter 200;N187AS;22;19;3;20;17;3;0;1990
3642;1990-04-26;Near Manila, Philippines;MATS - Manila Aero Transport System;Manila - Roxaz City;Douglas DC-3 (C-47A-30-DK);RP-C81;24;22;2;7;7;0;0;1990
3643;1990-04-30;Ship Sands Island, ON, Canada;Frontier Air;Timmins, Ontario - Ship Sands Island, Ontario;Beechcraft C99;C-FGAW;4;2;2;1;0;1;0;1990
3644;1990-04-30;Tarbert, England;Military - Royal Air Force;Timmins - Moosonee;Avro Shackleton AEW-2;WR965;10;0;10;10;0;10;0;1990
3645;1990-05-05;Guatamala City , Guatemala;Aerial Transit Company;Guatamala City - La Aurora;Douglas DC-6BF;N84BL;3;0;3;3;0;3;24;1990
3646;1990-05-10;Tuxtla-Gutierrez, Mexico;Avicsa;Tapachula - Tuxtla-Gutierrez;Fairchild F-27;F-GHXA;40;35;5;20;15;5;0;1990
3648;1990-05-11;Manila, Philippines;Philippine Air Lines;Manila - Iloilo;Boeing B-737-3Y0;EI-BZG;119;113;6;8;8;0;0;1990
3649;1990-05-18;Manila, Philippines;Aerolift Philippines;Manila - Surigao City;Beechcraft 1900C-1;RP-C314;21;19;2;21;19;2;4;1990
3650;1990-06-06;Near Altamira, Brazil;TABA;Belem - Altamira;Fairchild FH-227B;PT-ICA;42;39;3;23;21;2;0;1990
3653;1990-07-05;Near Port Morseby, New Guinea;Douglas Airways;Port Moresby-Woitape;Britten-Norman 2B-21 Islander;P2-DNJ;12;11;1;8;7;1;0;1990
3656;1990-08-01;Stepanakert, Azerbaijan, USSR;Aeroflot;Yerevan - Zvartnots;Yakovlev YAK-40;CCCP-87453;47;43;4;47;43;4;0;1990
3658;1990-08-27;Elkhorn, Wisconsin;Private - Omniflight Helicopters;Elkhorn, WI - Chicago, IL;Bell BHT-206-B Helicopter;N16933;5;4;1;5;4;1;0;1990
3659;1990-08-29;Near Kaiserslautern, Germany;Military - U.S. Air Force;Ramstein AB - Rhein-Main AB;Lockheed C-5A;68-0228;17;9;8;13;6;7;0;1990
3660;1990-09-03;Kaltag, Alaska;Frontier Flying Service;Nulato, AK - Kaltag, AK;Piper PA-31-325 Navajo;N59783;10;9;1;3;3;0;0;1990
3661;1990-09-11;Off Newfoundland, Canada;Faucett;Malta - Miami - Reykjavík - Gander;Boeing B-727-247;OB-1303;18;15;3;18;15;3;0;1990
3662;1990-09-12;Off Sondre Stromfjord, Greenland;Nuna Air;Sondre Stomfjord - Goose Bay;Cessna 441 Conquest II;OY-CGM;8;6;2;8;6;2;0;1990
3663;1990-09-14;Koltsovo, Russia;Aeroflot;Volgograd - Sverdlovsk;Yakovlev YAK-42;CCCP-42351;128;122;6;4;3;1;0;1990
3664;1990-09-20;Off Fernando de Noronha, Brazil;SUDENE;Fernando de Noronha -  Recife;Embraer 110P1 Bandeirante;PT-FAW;12;10;2;12;10;2;0;1990
3665;1990-09-24;San Luis Obispo, California;HiTech Helicopters;Van Nuys, CA - San Luis Obispo, CA;Cessna 501 Citation;N79DD;4;2;2;4;2;2;0;1990
3666;1990-10-02;Guangzhou, China;China Southern Airlines / Xiamen Airlines;Guangzhou - Shanghi;Boeing B-737-247 / Boeing B-757-21B;B-2812/B-2510;226;205;21;128;121;7;0;1990
3668;1990-10-19;Near Bella Vista, Bolivia;BAFIN;Bella Vista - La Paz;Douglas C-47B-40-DK;CP-735;4;2;2;4;2;2;0;1990
3669;1990-10-24;Santiago de Cuba, Cuba;Cubana de Aviacion;Camaguey - Santiago de Cuba;Yakovlev YAK-40;CU-T1202;31;24;7;11;9;2;0;1990
3670;1990-11-14;Stadelberg, Switzerland;Alitalia;Milano - Zürich;McDonnell Douglas DC-9-32;I-ATJA;46;40;6;46;40;6;0;1990
3671;1990-11-18;Near Medellin, Colombia;SATENA;Quibdó - Bogotá;CASA 212 Aviocar 200;FAC-1150;16;12;4;16;12;4;0;1990
3673;1990-11-21;Koh Samui, Thailand;Bangkok Airways;Bangkok - Koh Samui;de Havilland Canada DHC-8-103;OB-1358;38;33;5;38;33;5;0;1990
3675;1990-12-03;Romulus, Michigan;Northwest Airlines/ Northwest Airlines;Detroit - Pittsburg;Boeing B-727-251 / MD Douglas DC-9-14;N278US/N3313L;198;186;12;8;7;1;0;1990
3676;1990-12-04;Nairobi, Kenya;Sudania Air Cargo;Khartoum - Nairobi;Boeing B-707-320F;ST-SAC;10;7;3;10;7;3;0;1990
3678;1991-01-10;Near Paramo Mucuti, Venezuela;Military - Venezuelan Navy;Caracas - Merida;CASA 212 Aviocar 200;ARV-0209;22;19;3;21;18;3;0;1991
3679;1991-01-30;Jalaludin, Indonesia;Merpati Nusantara Airlines;Manado - Gorontalo;CASA 212 Aviocar 200;PK-NCY;21;18;3;1;1;0;0;1991
3681;1991-02-01;LAX, Los Angeles, California;USAir / Skywest Airlines;Columbus - Los Angeles \  Los Angeles - Fresno;Boeing B-737-300 / Swearingen SA-227AC;N388US/N683AV;101;93;8;34;30;4;0;1991
3682;1991-02-05;Near Nea Ankhialos, Greece;Military - Hellenic Air Force;Elefsis AB - Volos-Néa Anchialos;Lockheed C-130H;748;63;59;4;63;59;4;0;1991
3683;1991-02-14;Near Taisha, Ecuador;Military - Ecuadorean Air Force;Macao - Taisha;de Havilland Canada DHC-6 Twin Otter 300;FAE447;22;19;3;22;19;3;0;1991
3684;1991-02-17;Cleveland, Ohio;Ryan International Airlines;Cleveland - Indianapolis;McDonnell Douglas DC-9-15RC;N565PC;2;0;2;2;0;2;0;1991
3685;1991-02-20;Puerto Williams, Chile;LAN;Punta Arenas - Puerto Williams;British Aerospace BAE-146-200A;CC-CET;72;65;7;20;20;0;0;1991
3687;1991-03-03;Near Colorado Springs, Colorado;United Air Lines;Denver - Colorado Springs;Boeing B-737-291;N999UA;25;20;5;25;20;5;0;1991
3688;1991-03-05;La Puerta, Venezuela;Linea Aeropostal Venezolana;Maracaibo - Santa Barbara de Zulia;McDonnell Douglas DC-9-32;YV-23C;45;40;5;45;40;5;0;1991
3689;1991-03-16;San Diego, CA;Duncan Aircraft Sales;San Diego - Amarillo, TX  - Evansville, IN;Hawker-Siddeley DH-125-1A/522;N831LC;10;8;2;10;8;2;0;1991
3690;1991-03-16;Malanje, Angola;Transafrik;Luanda-Dundo;Lockheed L-100-30 Hercules;CP-1564;9;6;3;9;6;3;0;1991
3691;1991-03-21;Ras-al-Mishab, Saudi Arabia;Military - Royal Saudi Air Force;Koweit City-Ras-al-Mishab-Dakar;Lockheed C-130H;469;98;92;6;98;92;6;0;1991
3693;1991-03-23;Navoi,  Uzbekistan;Aeroflot;Trashkent - Navoi;Antonov AN-24B;CCCP-46472;63;59;4;34;30;4;0;1991
3694;1991-03-25;Near Bangalore, India;Military - Indian Air Force;Yellahanka-Yellahanka;Hindustan Aeronautics 748-2;H1513;28;25;3;28;25;3;0;1991
3695;1991-04-04;Lake Thutade, Canada;Central Mountain Air Services;Sturdee - Smithers;Douglas C-47B-15-DK;C-FQNF;7;4;3;6;3;3;0;1991
3696;1991-04-04;Marion, Pennsylvania;Private;Williamsport, PA  - Philadelphia, PA;Piper Aerostar 601 / Bell 412SP;N3645D / N78S;5;4;1;5;4;1;2;1991
3697;1991-04-05;Brunswick, Georgia;Atlantic Southeast Airlines;Atlanta - Brunswick;Embraer 120RT- Brasilia;N270AS;23;20;3;23;20;3;0;1991
3698;1991-04-19;Off Nuka Hiva, French Polynesia;Air Tahiti;Hiva Ou - Nuku Hiva;Dornier Do-228-212;F-OHAB;22;19;3;11;10;1;0;1991
3699;1991-05-09;Sulawesi, Indonesia;Merpati Nusantara Airlines;Ambon - Ternate - Manado;Fokker F-27 Friendship 600;PK-MFD;13;8;5;13;8;5;0;1991
3700;1991-05-13;Grand Canyon, Airzona;Air Taxi - Air Grand Canyon Inc.;Local sightseeing;Cessna 207A;N6280H;7;6;1;7;6;1;0;1991
3701;1991-05-15;La Poyatta, Colombia;ADES Colombia;Villavicencio - Miraflores Guaviarel;Douglas C-47B;HK-3177;14;11;3;13;11;2;0;1991
3702;1991-05-23;Leningrad, USSR;Aeroflot;Sukhumi - 	St. Petersburg;Tupolev TU-154B-1;CCCP-85097;181;174;7;13;13;0;0;1991
3703;1991-05-24;Bakhtaran, Iran;Metro Cargo;Cologne-Bakhtaran;Ilyushin 76TD;LZ-INK;10;0;10;4;0;4;0;1991
3704;1991-05-26;Near Ban Nong Rong, Thailand;Lauda Air;Bangkok - Wien, Austria;Boeing B-767-3Z9ER;OE-LAV;223;213;10;223;213;10;0;1991
3705;1991-06-01;Off Matthewtown, Great Inagua;Agape Flight Inc.;Grada Zuma, Bahamas - Cape Hatien;GAF Nomad N24A;N8071L;3;2;1;2;2;0;0;1991
3706;1991-06-10;Luanda, Angola;Carib Air Transport;Luanda - Cafunfo;Lockheed L-382B Hercules;J6-SLQ;7;4;3;7;4;3;0;1991
3707;1991-06-20;Near Malambo, Colombia;Aerosucre Colombia;Bogota - Malambo;Douglas DC-6BF;HK-3511;18;15;3;2;2;0;0;1991
3708;1991-06-26;Gulf of Finland, Russia;AKF Polet;Saint Petersburg - Voronezh;Antonov AN-24;CCCP-46724;10;4;6;10;4;6;0;1991
3709;1991-06-26;Near Sokotu, Nigeria;Okada Air;Benin - Kano;BAC One-Eleven 402AP;5N-AOW;53;48;5;4;4;0;0;1991
3711;1991-07-09;Bellavista Airport, Peru;Aerochasqui;Bellvista - Pucallpa;CASA 212 Aviocar 200;OB-1218;15;13;2;15;13;2;0;1991
3712;1991-07-10;Birmingham, Alabama;L'Express Airlines;New Orleans - Mobile - Birmingham;Beechcraft BE-99-C99;N7217L;15;13;2;13;12;1;0;1991
3713;1991-07-11;Jeddah, Saudi Arabia;Nationair (chartered by Nigeria Airways);Jeddah - Sokoto;McDonnell Douglas DC-8 Super 61;C-GMXQ;261;247;14;261;247;14;0;1991
3714;1991-07-25;Espiritu Santos, Vanuatu;Vanair;Nogougou - Luganville;Britten-Norman BN-2A-6 Islander;YJ-RV4;9;8;1;9;8;1;0;1991
3715;1991-08-06;Rarotonga, Cook Islands;Avalki Air;Altukaki - Rarotonga;Britten-Norman BN-2A-6 Islander;DQ-FCN;10;8;2;6;5;1;0;1991
3716;1991-08-14;Near Uricani, Romania;Tarom;Bucharest - Timisoara;Ilyushin IL-18V;YR-IMH;9;4;5;9;4;5;0;1991
3717;1991-08-16;Imphal, India;Indian Airlines;Calcutta - Imphal;Boeing B-737-2A8;VT-EFL;69;63;6;69;63;6;0;1991
3718;1991-08-20;Ketchikan, Alaska;Temsco Airlines;Ketchikan, AK - Wrangell, AK;Britten-Norman BN-2A-6 Islander;N68HA;4;3;1;4;3;1;0;1991
3720;1991-09-03;Sampit, Indonesia;Dirgantara Air Services;Sampit - Plangkaraya;Britten-Norman BN-2A-21;PK-VIP;10;8;2;3;1;2;0;1991
3721;1991-09-04;Long Seridan, Malaysia;Airtech Rajawaldi Udara;Bario - Marudi;Shorts SC-7 Skyvan 3-100;9M-AZB;20;18;2;14;12;2;0;1991
3722;1991-09-11;Near Eagle Lake, Texas;Continental Express;Laredo - Houston;Embraer 120RT Brasilia;N33701;14;11;3;14;11;3;0;1991
3723;1991-09-16;Petropavlosk, USSR;Aeroflot;Lensk - Omsk;Antonov AN-72;CCCP-74002;13;7;6;13;7;6;0;1991
3724;1991-09-17;"Djibouti City, Djibouti	Djibouti City, DjiboutiDjibouti City, Djibouti";Ethiopian Airlines;Djibouti  - : Dire Dawa-Aba;Lockheed L-100-30 Hercules;ET-AJL;4;0;4;4;0;4;0;1991
3725;1991-09-18;Belvedere Center, Vermont;Canair Cargo;Moncton - Hamilton;Convair CV-580;C-FICA;2;0;2;2;0;2;0;1991
3727;1991-09-26;Off St. Petersburg, USSR;Aeroflot;St. Petersburg - Voronezh;Antonov AN-26;CCCP-46724;10;7;3;10;7;3;0;1991
3728;1991-09-27;Guadalcanal Island, Solomon Islands;Solomon Islands Airlines;Kira-Kira - Honiara;de Havilland Canada DHC-6 Twin Otter 300;H4-SIA;15;13;2;15;13;2;0;1991
3729;1991-09-29;Near Villavicencio,  Colombia;CORAL Colombia;Villlavicencio - Mitu;Curtiss C-46A;HK-3238;10;6;4;1;1;0;0;1991
3730;1991-10-05;Near Jakarta, Indonesia;Military - Indonesian Air Force;Jakarta-Bandung;Lockheed C-130H-30;A-1324;134;129;5;134;129;5;2;1991
3731;1991-10-13;Aponguao Falls, Venezuela;EDELCA;Kavanayen - Luepa;Bell 214 ST;YV-O-CVG-4;12;9;3;12;9;3;0;1991
3732;1991-10-25;Vallejo, California;Corporate Mobility Inc. - Private;Concord, CA - Novato, CA;Bell 206B helicopter;N3456M;3;2;1;3;2;1;0;1991
3733;1991-10-25;Tumbang Miri, Indonesia;Bali International Air Service;Palangkaraya - Sampit;Britten-Norman BN2A-III-2 Trislander;PK-KTC;17;16;1;17;16;1;0;1991
3734;1991-10-30;Near Point Alert, Ellesmere Island, NWT,Canada;Military - Royal Canadian Air Force;Edmonton - Point Alert;Lockheed CC-130E;130322;18;13;5;5;3;2;0;1991
3736;1991-11-07;Makhackala, Russia;Aeroflot;Ellsta - Makhackala;Yakovlev YAK-40;CCCP-87526;51;47;4;51;47;4;0;1991
3737;1991-11-11;Recife, Brazil;Nordeste Linhas Aereas;Recife - Maceió - Aracajú - Salvador;Embraer 110P1 Bandeirante;PT-SCU;15;12;3;15;12;3;2;1991
3739;1991-11-20;Davis, California;Air Taxi - Airis Helicopters Inc.;San Francisco, CA - Sacramento, CA;Bell 206B;N5011K;3;2;1;3;2;1;0;1991
3742;1991-11-26;Near Bugulma, Russia;Tartarstan Airlines;Nizhnevartovsk - Bugulma;Antonov AN-24;CCCP-47823;41;37;4;41;37;4;0;1991
3743;1991-11-29;Guaratingueta AB, Brazil;Military - Força Aérea Brasileira;Brasilla  - Guarantinguerta;Embraer C-95C Bandeirante;FAB2333;16;13;3;16;13;3;0;1991
3744;1991-12-22;Heidelberg, Germany;Classic Wings;Frankfurt - Frankfurt;Douglas DC-3A;D-CCCC;30;27;3;27;24;3;0;1991
3745;1991-12-27;Stockholm, Sweden;Scandinavian Airlines (SAS);Stockholm-Copenhagen-Warsaw;Mc Donnell Douglas MD-81;OY-KHO;129;123;6;0;0;0;0;1991
3746;1991-12-29;Wanli, Taiwan;China Airlines (Taiwan);Taipei - Anchorage;Boeing B-747-2R7F;B-198;5;0;5;5;0;5;0;1991
3747;1992-01-20;Mt. Saint-Odile, near Strasbourg, France;Air Inter;Lyon - Strasbourg;Airbus A320-111;F-GGED;96;90;6;87;82;5;0;1992
3749;1992-02-03;Caetite, Brazil;Nordeste Linhas Aéreas;Salvador - Guanambi;Embraer 110C Bandeirante;PT-TBB;12;10;2;12;10;2;0;1992
3750;1992-02-09;Near Kafountine, Senegal;Gambcrest;Dakar - Yoff - Cap Skiring;Convair CV- 640;N862FW;56;50;6;30;26;4;0;1992
3751;1992-02-15;Toledo, Ohio;ATI;Seattle - Toledo;McDonnell Douglas DC-8-63F;N794AL;4;0;4;3;0;3;0;1992
3753;1992-03-02;Beni, Bolivia;Frigorifico Santa Rita;Estencia el Trompillo - La Paz;Curtiss C-46T;CP-754;5;2;3;5;2;3;0;1992
3754;1992-03-12;Etsouali, Congo;Lina Congo;Dwando - Brazzaville;de Havilland Canada DHC-6 Twin Otter 300;TN-ACX;8;5;3;3;0;3;0;1992
3755;1992-03-22;La Guardia Airport, New York, New York;USAir;New York City - Cleveland;Fokker F-28 Fellowship 4000;N485US;51;47;4;27;25;2;0;1992
3756;1992-03-24;Athens, Greece;Golden Star Air Cargo;Amsterdam - Athens;Boeing 707-321C;ST-ALX;7;4;3;7;4;3;0;1992
3757;1992-04-04;Near Baikov, Russia;Kamchatavia;Petropavlovsk -Baikov;Let 410UVP;CCCP-67130;12;10;2;1;1;0;0;1992
3758;1992-04-07;Near Sarra, Libya;Air Bissau;Khartoum - Tunis;Antonov AN-24RV;J5-GAE;13;10;3;3;0;3;0;1992
3760;1992-04-14;Nairobi, Kenya;Military - Kenyan Air Force;Nairobi - Laikipia;de Havilland DHC-5 Buffalo;218;46;42;4;46;42;4;6;1992
3761;1992-04-16;Near Goroka, Papua New Guinea;Talair;Madang - Goroka;Embraer 110P1 Bandeirante;P2-RDS;15;13;2;11;9;2;0;1992
3762;1992-04-22;Perris Valley, California;Perris Valley Aviation;Local;de Havilland Canada DHC-6 Twin Otter 200;N141PV;22;20;2;16;14;2;0;1992
3763;1992-04-22;Mt. Haleakala, Hawaii;Scenic Air Tours;Local sightseeing;Beechcraft E18S;N342E;9;8;1;9;8;1;0;1992
3764;1992-04-26;Saveh, Iran;Saha Airline Services;Bandar Manshahr  - Tehran;Fokker F-27 Friendship 400M;5-8815;39;35;4;39;35;4;0;1992
3765;1992-06-06;Tucuti, Panama;COPA (Panama);Panama City, Panama - Cali, Colombia;Boeing B-737-204;HP-1205;47;40;7;47;40;7;0;1992
3766;1992-06-07;Mayaguez, Puerto Rico;American Eagle;San Juan - Mayaguez;CASA 212 Aviocar 200;N355CA;5;3;2;5;3;2;0;1992
3767;1992-06-22;Cruzeiro do Sul, Brazil;VASP;Rio Branc - Cruzeiro do Sul;Boeing 737-2A1C;PP-SND;3;1;2;3;1;2;0;1992
3768;1992-06-22;Norlisk, Russia;Krasnoyarsk Airlines;Igarka - Omsk;Antonov AN-12;CCCP-11896;12;7;5;10;6;4;0;1992
3769;1992-07-05;Near Iyakochchi, Sri Lanka;Military - Sri Lanka Air Force;Colombo - Jaffna;Shaanxi Y-8D;CR872;19;13;6;19;13;6;0;1992
3770;1992-07-13;Bethel, Alaska;Arctic Circle Air Service;Bethel - Chevak;Shorts SC-7 Skyvan 3A-200;N20086;1;0;1;1;0;1;0;1992
3771;1992-07-14;Near Nakhichevan, Azerbaijan;Military - Russian Air Force;Nakhichevan - Rostov;Antonov AN-12V;CCCP-11111;34;27;7;29;24;5;0;1992
3773;1992-07-20;Tbilisi, Georgia;Georgian Air;Tbilisi - Mineralnye Vody;Tupolev TU-154B;CCCP-85222;24;16;8;24;16;8;4;1992
3775;1992-07-24;Mt. Lalaboy,  Indonesia;Mandala Airlines;Jakarta - Surabaya - Ujung Pandang - Ambon;Vickers Viscount 816;PK-RVU;70;63;7;70;63;7;0;1992
3776;1992-07-27;Near Mexico City, Mexico;Aero Eslava;Puebla - Mexico City;Vickers 798D Viscount;XA-SCM;4;2;2;4;2;2;0;1992
3777;1992-07-30;JFK Airport, New York, New York;Trans World Airlines;New York City - San Francisco;Lockheed L-1011;N11002;292;280;12;0;0;0;0;1992
3778;1992-07-31;Near Kathmandu, Nepal;Thai Airways;Bangkok - Kathmandu;Airbus A310-304;HS-TID;113;99;14;113;99;14;0;1992
3779;1992-07-31;Nanjing, Jiangsu, China;China General Aviation Corporation;Nanjing - Xiamen;Yakovlev YAK-42D;B-2755;126;116;10;108;100;8;0;1992
3780;1992-08-21;Colorado, Bolivia;Servicios Aereos Santa Ana;La Paz - Santa Ana de Yacuma;Convair CV-440-80;CP-1961;10;7;3;10;7;3;0;1992
3781;1992-08-25;Hot Springs, Arizona;Lone Star Airlines;Test;Swearingen SA-227AC Metro III;N342AE;3;0;3;3;0;3;0;1992
3782;1992-08-27;Near Iquitos, Peru;Military - Peruvian Air Force - TANS;Estrecho - Iquitos;de Havilland Canada DHC-6 Twin Otter 300;FAP304;41;38;3;8;6;2;0;1992
3783;1992-08-27;Gimli, Manitoba, Canada;NewCal Aviation;Test;de Havilland Canada DHC-4T Caribou;N400NC;3;0;3;3;0;3;0;1992
3784;1992-08-27;Near Ivanovo, Russia;Aeroflot;Donetsk - Ivanovo;Tupolev TU-134A;CCCP-65058;84;77;7;84;77;7;0;1992
3785;1992-08-31;Jamba, Angola;Professional Aviation Services;Jamba - Pretoria;Douglas DC-3;ZS-DHX;17;14;3;3;0;3;0;1992
3786;1992-09-10;Bellavista, Peru;Expresso Aéreo;Tarapoto - Bellavista;Fokker F-27 Friendship 500;OB-1443;43;36;7;1;0;1;1;1992
3788;1992-09-16;Hana, Hawaii;Air Taxi - Hawaii Helicopters Inc.;Sightseeing;Aerospatiale AS-350B;N350SM;7;6;1;7;6;1;0;1992
3789;1992-09-18;Off Curacao, Netherlands Antilles;Aero Ejecutivos;Curacao - Miami;Douglas C-118A;YV-502C;3;0;3;3;0;3;0;1992
3790;1992-09-19;Bogota, Colombia;Avesca Colombia;Villavicencio - Mitu;Curtiss C-46F-1-CU;HK-3468X;11;9;2;11;9;2;0;1992
3792;1992-09-26;Near Lagos, Nigeria;Military - Federal Nigerian Air Force;Lagos - Kaduna;Lockheed C-130H;NAF911;158;154;4;158;154;4;0;1992
3793;1992-09-28;Near  Kathmandu, Nepal;Pakistan International Airlines;Karachi - Kathmandu;Airbus A300B4-203;AP-BCP;167;155;12;167;155;12;0;1992
3794;1992-10-04;Amsterdam, Netherlands;El Al;Amsterdam - Tel Aviv;Boeing B-747-258F;4X-AXG;4;1;3;4;1;3;39;1992
3795;1992-10-07;Berkeley Springs, West Virginia;Miltiary - U.S. Airforce;Training;Lockheed C-130E Hercules;63-7881;6;0;6;6;0;6;0;1992
3796;1992-10-08;Near Dingxi, China;Wuhan Airlines;Lanzhou - Xi'an;Avia 14M-40;B-4211;35;28;7;14;9;5;0;1992
3798;1992-10-18;Near Garut, Jawa, Indonesia;Merpati Nusantara Airlines;Semarang - Bandung;CASA 235-10;PK-MNN;31;27;4;31;27;4;0;1992
3799;1992-10-19;Near Usti Nem, Russia;Syktyvkar Avia;Ust'-Him - 	Syktyvkar;Antonov AN-28;CCCP-28785;16;14;2;15;13;2;0;1992
3801;1992-10-29;Chita, Russia;Aeroflot;Petropavlovsk - Novosobrisk;Antonov AN-8;CCCP-69346;14;9;5;13;8;5;0;1992
3803;1992-11-11;Near Tver, Russia;Military - Russian Air Force;Migalovo AB - Yerevan;Antonov AN-22A;CCCP-09303;33;26;7;33;26;7;0;1992
3804;1992-11-14;Near Nha Trang, Vietnam;Vietnam Airlines;Ho Chi Minh City - Nha Trang;Yakovlev YAK-40;VN-A449;31;25;6;30;24;6;0;1992
3805;1992-11-15;Near Porto Plata, Dominican Republic;Aerocaribbean - Charter;Santo Domingo - Porto Plata;Ilyushin IL-18D;CU-T1270;34;28;6;34;28;6;0;1992
3806;1992-11-24;Near Guilin, China;China Southern Airlines;Guangzhou - Guilin;Boeing B-737-3Y0;B-2523;141;133;8;141;133;8;0;1992
3808;1992-12-09;Uruapan, Mexico;Aero Sudpacifico;Uruapan - Guadalajara;Britten-Norman BN-2B-27 Islander;XA-RML;9;8;1;9;8;1;0;1992
3809;1992-12-13;Goma, Congo;Scibe Airlift Cargo Zaire;Kindu - Goma;Fokker F-27 Friendship 400M;9Q-CBH;37;31;6;37;31;6;0;1992
3811;1992-12-21;Faro, Algarve, Portugal;Martinair Holland NV;Amsterdam - Faro;McDonnell Douglas DC-10-30CF;PH-MBN;340;327;13;56;54;2;0;1992
3812;1992-12-22;Tripoli, Libya;Libya Arab Airlines / Military -  Libya Air Force;Benghazi - Tripoli;Boeing B-727-2L5 / MiG23UB;5A-DIA;157;147;10;157;147;10;0;1992
3814;1993-01-06;Paris, France;Lufthansa Cityline;Bremen - Paris;de Havilland Canada DHC-8-301;D-BEAT;23;19;4;4;4;0;0;1993
3816;1993-01-13;Sellafield, England;Titan Airways;Southend - Glasgow;Embraer 110P1 Bandeirante;G-ZAPE;2;0;2;2;0;2;0;1993
3817;1993-01-14;Near Bronson Creek, British Colombia, Canada;Central Mountain Air Services;Bronson - Wrangell;Douglas C-47A;C-FAAM;2;0;2;2;0;2;0;1993
3819;1993-01-31;Sumatra, Indonesia;Pan Malaysian Air Transport;Medan - Banda Aceh - Jakarta;Shorts SC-7 Skyvan 3-100;9M-PID;16;11;5;16;11;5;0;1993
3820;1993-02-08;Near Tehran, Iran;Iran Air Tours  /  Military - Iranian Air Force;Tehran - Khoram;Tupolev TU-154M / Sukhoi Su-24;EP-ITD;133;119;14;133;119;14;0;1993
3822;1993-02-20;Bogota, Colombia;Cargo Three Panama;Bogota-Panama;Convair CV-440;HP-1200CTH;2;0;2;2;0;2;0;1993
3823;1993-02-28;Off Green Island, Taiwan;Formosa Airlines;Taipei-Iles Orchides;Dornier 228-201;B-12238;6;4;2;6;4;2;0;1993
3824;1993-03-05;Skopje, Macedonia;Palair Macedonian;Skopje - Zürich;Fokker 100;PH-KXL;97;92;5;83;79;4;0;1993
3825;1993-03-23;Near Tangara de Serra, Brazil;Oeste Linhas Aereas;Cuiaba - Vihena - Rondonia;Embraer EMB-110 Bandeirante;PP-SBJ;6;4;2;6;4;2;0;1993
3827;1993-04-01;Blountville, Tennesee;Private;Bristol, TN - Blountville, TN;Fairchild SA227-TT;N500AK;4;3;1;4;3;1;0;1993
3828;1993-04-02;Off Margarita Island, Venezuela;Linea Aeropostal Venezolana;Test;McDonnell Douglas DC-9-15;YV-03C;11;8;3;11;8;3;0;1993
3829;1993-04-06;950 nm S of  Shemya, Alaska;China Eastern Airlines;Shanghai - Los Angeles;McDonnell Douglas MD-11;B-2171;264;248;16;2;2;0;0;1993
3830;1993-04-19;Zwingle, Iowa;Private;Cincinnati, OH - Pierre, SD;Mitsubishi MU-2B-60;N86SD;8;6;2;8;6;2;0;1993
3831;1993-04-23;Zavnah, Mongolia;MIAT - Mongolian Airlines;Ulan Bator - Bayan Olgiy;Antonov AN-26B;BHMAY-14102;40;34;6;32;26;6;0;1993
3832;1993-04-26;Aurangabad, India;Indian Airlines;Aurangabad - Bombay;Boeing B-737-2A8;VT-ECQ;118;112;6;55;55;0;0;1993
3833;1993-04-27;Off  Libreville, Gambia;Military - Zambian Air Force;Lusaka - Libreville - Dakar;de Havilland  Canada  DHC-5D Buffalo;AF-319;30;25;5;30;25;5;0;1993
3836;1993-05-15;Near Cancun, Mexico;Carga del Caribe;Cancun - Cozumel;Douglas DC-6BF;XA-SEA;5;0;5;3;0;3;0;1993
3837;1993-05-19;Near Medellin, Colombia;SAM Colombia;Panama City - Medellin;Boeing B-727-46;HK-2422X;132;125;7;132;125;7;0;1993
3838;1993-06-06;El Yopal, Colombia;Aerotaca;Bogota - El Yopal;de Havilland Canada DHC-6 Twin Otter 300;HK-2759X;2;0;2;2;0;2;0;1993
3841;1993-06-17;Near Tbilisi, Georgia;Tajikistan Airlines;Batumi - Baku - Chimkent;Antonov AN-26;RA-26035;41;36;5;41;36;5;0;1993
3842;1993-07-01;Sorong, Irian Jaya, Indonesia;Merpati Nusantara Airlines;Ambo - Sorong;Fokker F-28 Fellowship 3000;PK-GFU;43;39;4;41;37;4;0;1993
3844;1993-07-12;Talladega, Alabama;Private;Birmingham - Talladega;Helicopter, Hughes 369HS;N9116F;2;1;1;1;1;0;0;1993
3845;1993-07-23;Yinchuan, China;China Northwest Airlines;Yinchuan - Beijing;British Aerospace 146-300;B-2716;113;108;5;55;54;1;0;1993
3846;1993-07-26;Haenam, South Korea;Asiana Airlines;Seoul - Mokpo;Boeing B-737-5L9;HL-7229;110;104;6;68;64;4;0;1993
3847;1993-07-30;Serawak, Malaysia;Hornbill Airways;Ba Kelalan - Marudi;Shorts SC-7 Skyvan 3-100;9M-AXM;17;15;2;1;1;0;0;1993
